,latitude,longitude,calldescription
544300,42.434236497219295,-83.106290924743,INVESTIGATE PERSON
983959,42.3003668801043,-83.1115602131719,TOWING DETAIL
1926049,42.3579903209352,-83.2094028437548,TRAFFIC STOP
135299,42.3803605362315,-83.00949519290441,FELONIOUS ASSAULT IP
1231478,42.3453152357606,-83.0062267092098,SPECIAL ATTENTION
504833,42.4003891277352,-83.0004648202486,BUS BOARDING
201937,42.393553065175205,-82.96414041890341,TRAFFIC STOP
1617891,42.3228691748625,-83.08923735616891,SPECIAL ATTENTION
1791820,42.341771525125104,-83.2572928612285,ASSAULT AND BATTERY IP-JH
784454,42.4208176212383,-82.9566825893322,FELONIOUS ASSAULT IP
2436490,42.3218894656382,-83.10174080597209,TRAFFIC STOP
1528512,42.3546002828208,-83.0714114281717,SAFEWALK
281839,42.3743566929109,-83.1389421353161,HOLD UP ALARM AND MOW
1056826,42.3305279876906,-83.0426834337194,ASSAULT AND BATTERY REPORT
1821478,42.3486080728697,-83.1397602466487,INVESTIGATE AUTO
201011,42.444073888958705,-83.2248582655985,MENTAL VIOLENT NOT ARMED
2381468,42.3706634511837,-82.9971067487762,TRAFFIC STOP
1212723,42.3641892103791,-83.0713424164462,BUS BOARDING
2158833,42.374885597140896,-83.13362785035741,ASSAULT AND BATTERY IP-JH
574794,42.433060146208604,-83.168678443139,BURGLARY OCCUPIED RESD I/P
1041977,42.3329834530382,-83.12864778058929,TRAFFIC STOP
1691769,42.4395353182428,-82.9853122879248,PERSON WITH WEAPON
1040407,42.433360374897596,-83.23228919608191,DISTURBANCE
1781899,42.3926446471226,-83.0709953484512,HANGUP CALLS
859412,42.4321214842705,-83.1183655332145,FELONIOUS ASSAULT REPORT
565052,42.3249894030689,-83.0567527469552,INVESTIGATE PERSON
697367,42.374379567850596,-83.1293980278364,MALICIOUS DESTRUCTION RPT
386753,42.3621888082024,-83.1012307430832,WELL BEING CHECK
1622749,42.2749718043998,-83.150619913373,TRAFFIC STOP
672723,42.4264346010551,-82.9628061456356,DISTURBANCE
1265706,42.3546002828208,-83.0714114281717,BUILDING CHECK
1219412,42.4327291901981,-82.9490982141291,DISTURBANCE
1516666,42.3593602291043,-83.10287064760399,INVESTIGATE AUTO
237836,42.4282417544128,-82.95516687807671,ASSIST OTHER
431057,42.4234015345619,-83.03361696557191,INVESTIGATE PERSON
1699986,42.341490802415,-83.10870512122509,TRAFFIC STOP
367837,42.367285560229796,-83.2276087325167,TOWING DETAIL
2423724,42.3701028590398,-82.95798775023,SPECIAL ATTENTION
481826,42.434037805587,-83.02106265572951,UDAA I/P
1534594,42.3003668801043,-83.1115602131719,ONE DOWN/DRUG OD
1505326,42.4302344297113,-83.2117347243904,SPECIAL ATTENTION
1204034,42.3472955210232,-83.0017810396531,TRAFFIC STOP
1949510,42.416654648204705,-83.17121185387519,SPECIAL ATTENTION
422361,42.3745869602402,-82.9402229743535,SPECIAL ATTENTION
1304933,42.354674052549704,-83.0711770612334,BUILDING CHECK
1469629,42.37427755134429,-83.1415860208618,UDAA REPORT
1883097,42.358674158691294,-83.1713358342968,DISTURBANCE
32409,42.3825651322145,-83.067607963349,DISTURBANCE
2387681,42.3443315820104,-83.060008499706,SPECIAL ATTENTION
908550,42.4153363073052,-83.0496304342053,BURGLARY RESIDENCE REPORT
223641,42.447335987809794,-82.9586060493795,LARCENY REPORT
861728,42.3496165226238,-83.0715733006938,DISTURBANCE
615262,42.343578130018,-83.20364603606171,AUTO X REPORT
1980125,42.441854935363004,-83.2490813315841,VERIFIED ALR / PERSON W/O CODE
272513,42.3003668801043,-83.1115602131719,ASSAULT AND BATTERY
20043,42.324089247826,-83.1442942077595,ASSAULT AND BATTERY
2315459,42.3973185810311,-82.9895210172526,AUTO X HIT& RUN UNK INJURIES
2412586,42.3773927504523,-83.0668973428103,TRAFFIC STOP
1583544,42.383760537751606,-83.19801332002599,INVESTIGATE AUTO
1450876,42.400961193767294,-83.0230047608795,TRAFFIC STOP
1752363,42.34701359115179,-83.2197081813865,FELONIOUS ASSAULT IP
1979359,42.4170858245099,-83.15237204752,FELONIOUS ASSAULT IP
187565,42.3441968126265,-83.06521346758241,TRAFFIC STOP
268841,42.3568033372364,-83.05099955870921,TRAFFIC STOP
2378117,42.335904687680504,-83.2326478596067,FELONIOUS ASSAULT REPORT
1126002,42.361555316103896,-83.2190212281167,DISTURBANCE
824558,42.386035921403,-82.9872555420347,UNKNOWN PROBLEM
322055,42.4333292388233,-83.054365320525,PARKING COMPLAINT
2142132,42.427424717936795,-82.9475749505312,BURGLARY OTHER
1899548,42.357510323081996,-83.23961058383009,UNKNOWN PROBLEM
1317831,42.41353088459321,-83.2304695769613,TOWING DETAIL
1353354,42.4123515649362,-83.19917698224279,DISTURBANCE
2301203,42.3646304085237,-83.2409996923274,HANGUP CALLS
505863,42.419261555358,-83.03465281953909,VERIFIED ALR / PERSON W/O CODE
391294,42.3228011323244,-83.1316654307463,AUTO X HIT& RUN UNK INJURIES
403506,42.3850004164388,-83.2465829100462,TRAFFIC STOP
1543769,42.339958478225896,-83.203502385473,TRAFFIC STOP
1893063,42.373033756301496,-83.078916892368,DEAD PERSON OBSERVED
1463502,42.371720666183,-83.1040106521656,DV PRS WITH A WEAP I/P-J/H
937236,42.4347386750521,-82.9936386354225,SPECIAL ATTENTION
1102297,42.4120418988281,-83.16557905714559,UDAA REPORT
223387,42.3003668801043,-83.1115602131719,TRAFFIC INCIDENT W/ INJURIES
2381486,42.4042986933984,-83.23759231530359,BUS BOARDING
2001279,42.4266725665732,-83.0272733427668,TRAFFIC STOP
64654,42.3505853117241,-83.0600213335847,UNKNOWN PROBLEM
2040982,42.3985845625003,-83.11250945107341,UNKNOWN PROBLEM
1532267,42.420502434697,-83.1134531710712,LEWD AND LASCIVIOUS IP
725084,42.42993071156629,-83.2242054475992,SPECIAL ATTENTION
519338,42.384300406775104,-83.1195518842607,FELONIOUS ASSAULT JH
684086,42.3867229443386,-83.13904020694459,TRAFFIC STOP
2396300,42.3859482703195,-83.2558945389182,DISTURBANCE
2085958,42.3944123266173,-83.1935263085158,TRAFFIC STOP
401769,42.3846226699711,-83.1784172850282,TRAFFIC STOP
1084131,42.3859265831281,-83.2550725934275,KIDNAPPING
1875215,42.428586255144204,-83.19980548463231,DISTURBANCE
1249585,42.3725682387206,-83.19756483078659,TRAFFIC STOP
562555,42.374049336991604,-83.0178703955524,TRAFFIC STOP
1755804,42.4280579173866,-82.96775348074921,DISTURBANCE
1075637,42.414173364685794,-83.1992442261959,DISTURBANCE
2359707,42.3537675031867,-83.1738676161199,MENTAL VIOLENT NOT ARMED
584353,42.4280291883449,-83.1412066262509,VERIFIED ALR / PERSON W/O CODE
758740,42.4425353979616,-82.97186873829459,UNKNOWN PROBLEM
2206421,42.43529734919579,-83.2656322534969,WNTD WRRNT FELONY
1900120,42.393613261556794,-83.02810761510992,INVESTIGATE PERSON
2069465,42.408760780989496,-83.1990213490544,TRAFFIC STOP
1013878,42.3145125827316,-83.1256685669277,DISTURBANCE
981304,42.4180646872404,-83.2529342908532,FELONIOUS ASSAULT IP
24817,42.4458355927054,-83.1535776068336,INVESTIGATE PERSON
71481,42.412148399025604,-82.93037131597441,PANIC / DURESS ALARM
271841,42.396677784958,-83.1244854800388,DISTURBANCE
2320793,42.344222483913605,-83.00876652928571,SPECIAL ATTENTION
2424523,42.3931408316541,-83.005234568212,TOWING DETAIL
1742359,42.3719585508257,-83.23260355993341,TRAFFIC STOP
2124483,42.341750415232895,-83.0509866330038,FRAUD REPORT
1186833,42.416547954257204,-82.9787138609697,UNKNOWN PROBLEM
755607,42.4362947916796,-83.26448154774779,UNKNOWN PROBLEM
424267,42.4209779041539,-83.0803476641421,ASSAULT AND BATTERY
1730145,42.345448861407704,-83.0416879845505,SPECIAL ATTENTION
933192,42.3659547991208,-83.08454683171709,ASSAULT AND BATTERY REPORT
2111660,42.3003668801043,-83.1115602131719,INFORMATION/NON-CRIMINAL RPT
10825,42.3003668801043,-83.1115602131719,MENTAL VIOLENT NOT ARMED
1577976,42.33677855836421,-83.0260714632184,SPECIAL ATTENTION
1228258,42.4116017687312,-83.0553194227383,TRAFFIC STOP
1917198,42.376783257400604,-83.031789747833,HANGUP CALLS
872848,42.3551958959761,-83.06887329574941,INVESTIGATE PERSON
1435410,42.420039758062,-82.9490261272028,TOWING DETAIL
2390403,42.4005602434636,-83.24485074639121,UNKNOWN PROBLEM
313591,42.3652198145126,-83.132012578374,UNKNOWN PROBLEM
340275,42.4305786483237,-83.2569716355998,THREATS REPORT
1192173,42.331128716696895,-83.06678914130059,PERSON WITH WEAPON
509786,42.424184467623206,-83.1607238641527,TRAFFIC STOP
575474,42.4295802102733,-83.23887067839371,SUICIDE THREAT OR ABNORM BEHAV
395111,42.3003668801043,-83.1115602131719,MALICIOUS DESTRUCTION I/P
1997891,42.3430396042279,-83.072161725448,RUBBISH LITTERING I/P
2176640,42.432909648537795,-83.0828988675016,INVESTIGATE PERSON
2335220,42.398031443780106,-83.1533038216245,DISTURBANCE
1504200,42.402635995295896,-82.9449267194217,VERIFIED ALR / PERSON W/O CODE
1639389,42.4332591946245,-83.0576474472125,SPECIAL ATTENTION
1478267,42.3669864709849,-83.0061105021773,SPECIAL ATTENTION
1205438,42.4074797431595,-83.1496764995291,ASSAULT AND BATTERY
1743794,42.3395357549357,-83.23276786039601,TRAFFIC STOP
347836,42.3499785250627,-83.04889066327159,UNKNOWN PROBLEM
637908,42.400892151997496,-83.1154202961532,FELONIOUS ASSAULT JH
267334,42.3877851213046,-83.11426850688021,MENTAL NOT VIOLENT
2212943,42.42347794944239,-82.9573611239055,TRAFFIC STOP
1793333,42.3394833516969,-83.0665053158782,DISTURBANCE
976520,42.3650824616031,-83.1347931349458,MISCELLANEOUS TRAFFIC
1643720,42.3575808618253,-83.235957301986,DISTURBANCE
1544672,42.3523242973111,-83.2235013621268,TRAFFIC STOP
2132096,42.432225173963104,-83.106231782151,ASSAULT AND BATTERY REPORT
1044173,42.4148334555032,-83.25268198259059,FELONIOUS ASSAULT IP
988603,42.307811973393896,-83.1361648122401,DISTURBANCE
1953134,42.4006120676775,-83.2416075344092,UNKNOWN PROBLEM
749825,42.3003668801043,-83.1115602131719,INVESTIGATE PERSON
2330557,42.4329269857036,-82.9935664515588,UDAA REPORT
148903,42.3543467378474,-82.9934789259212,PANIC / DURESS ALARM
1065182,42.3197455047656,-83.0971684424848,DISTURBANCE
1234229,42.4059550044515,-82.9988472087793,TRAFFIC STOP
2399886,42.400701435563,-82.92627034797621,MISSING REPORT
608055,42.3623207053131,-83.0945168259876,ASSAULT AND BATTERY
129859,42.4354312874175,-82.9654762061869,TRAFFIC STOP
1258718,42.390973796071,-82.9713106849723,SPECIAL ATTENTION
2342212,42.3731974576581,-83.1700104837926,HANGUP CALLS
1372197,42.4422285766681,-83.0983684221043,TRAFFIC STOP
2099123,42.4094732283735,-83.26471329294509,UNKNOWN PROBLEM
89447,42.41318686878579,-83.04973383731479,PPO VIOLATION I/P
742578,42.3846099601761,-83.082944474256,SPECIAL ATTENTION
93505,42.405715091065105,-83.0299504814962,SUICIDE I/P
761891,42.405517334216,-82.9817761070983,MISSING REPORT
1972620,42.38648744812,-82.9529599937991,HANGUP CALLS
1879813,42.3469738198935,-83.2232974370835,INVESTIGATE PERSON
2323186,42.3667381334752,-83.1340082852197,TRAFFIC STOP
1146562,42.357819428194105,-83.21891046621671,TRAFFIC STOP
805269,42.41547245945271,-82.95439082078241,UNKNOWN PROBLEM
196073,42.358760009206705,-83.16652454609199,INVESTIGATE PERSON
2219861,42.373424626576295,-83.11985257617359,PERSON WITH WEAPON
2252430,42.411917203117106,-83.041649651394,PANIC / DURESS ALARM
146217,42.4407567610801,-83.22118460106309,UNKNOWN PROBLEM
2030503,42.3301745855441,-83.0459264803918,BUS BOARDING
1975532,42.345655394626604,-83.0607629654656,TRAFFIC STOP
1241407,42.423239744668706,-82.9373291876375,FELONIOUS ASSAULT IP
2181011,42.3697915190382,-83.0224204206783,HANGUP CALLS
1268760,42.309548690186794,-83.1318857335323,DISTURBANCE
2092333,42.373339049966205,-83.10507286298049,UDAA I/P
743258,42.444984354525204,-82.98306211333559,BURGLARY OCCUPIED RESD I/P
1829163,42.3544565417735,-83.01064815693259,VERIFIED ALR / PERSON W/O CODE
217051,42.371925371117705,-82.94670077048929,SPECIAL ATTENTION
1963045,42.3896037257084,-82.9361041844333,SPECIAL ATTENTION
890441,42.3787993608167,-83.0790351249697,ASSIST PERSONNEL
2440716,42.2764187942354,-83.15547854738459,ONE OVER THE WHEEL
1790299,42.3003668801043,-83.1115602131719,TOWING DETAIL
2018022,42.3431341843339,-83.2353914754009,THREATS REPORT
865664,42.3618216332987,-83.1559755143995,PERSON WITH WEAPON
1129250,42.44825371311,-83.0215035978153,INVESTIGATE PERSON
1781222,42.2625075473659,-83.16709428790179,INVESTIGATE PERSON
9853,42.409312432023505,-82.9875676368239,MENTAL VIOLENT NOT ARMED
51028,42.3357441901385,-83.23757209898851,BURGLARY OCCUPIED RESD I/P
1505522,42.4412215908415,-83.2003273448848,ONE DOWN/OVERDOSE
133802,42.3003668801043,-83.1115602131719,TRAFFIC STOP
1287381,42.393804681599,-82.95205361435521,SHOTS FIRED IP
2063017,42.2907278954366,-83.1137179066428,HANGUP CALLS
1700842,42.376430032887505,-83.0621548330431,TRAFFIC STOP
805009,42.3859308133695,-83.2731393139607,ASSAULT AND BATTERY
2268384,42.354824844956,-83.0659949399545,BUILDING CHECK
1980388,42.435728840477,-83.0622353771053,DISTURBANCE
1208836,42.42893495699779,-83.2779956643366,BURGLARY BUSINESS IP
198308,42.3910635987715,-83.2370454186628,TRAFFIC STOP
1674795,42.331138776501,-83.12441786863249,TRAFFIC STOP
1197125,42.386061700129204,-83.24771669463419,MENTAL NOT VIOLENT
1227133,42.422018122903296,-83.1800650404615,AUTO X HIT& RUN UNK INJURIES
21783,42.419417272176794,-83.2351431238669,SENIOR CITIZEN ASSIST
866100,42.4303183830883,-83.0876723032835,UDAA REPORT
198153,42.40514855578029,-83.157635832132,VERIFIED ALR / PERSON W/O CODE
2217474,42.368817746122204,-83.0767515798269,SPECIAL ATTENTION
2292835,42.367976368326296,-83.191929081561,ASSAULT AND BATTERY IP-JH
503526,42.3448937240491,-83.0629772680331,LARCENY I/P OR J/H
800455,42.3653733469084,-83.1972902746387,SPECIAL ATTENTION
335461,42.3730460050434,-83.17799746908959,VERIFIED ALR / PERSON W/O CODE
2346041,42.364272958881294,-83.2654872377314,SHOTS FIRED IP
2351628,42.3993141876729,-82.9914701571253,DV F/A I/P-J/H
117669,42.3370356020613,-83.1492617443332,UNKNOWN PROBLEM
1260774,42.390222807151,-82.9787814886493,DISTURBANCE
539036,42.3614709330472,-83.0673826046145,TRAFFIC STOP
386419,42.4356013699385,-82.9582193302337,SCHOOL CROSSING
370457,42.3448937240491,-83.0629772680331,SPECIAL ATTENTION
1323823,42.3914868046134,-83.2181800074162,SPECIAL ATTENTION
2236470,42.33036865526021,-83.04104529006341,WNTD WRRNT FELONY
15861,42.3538829496303,-83.0491817793927,AUTO X HIT& RUN UNK INJURIES
1954814,42.35784524059439,-83.04813266651871,HANGUP CALLS
1915890,42.4443144780934,-83.05064178068329,ANIMAL COMPLAINT
134601,42.331410790518206,-83.06942252275779,SPECIAL ATTENTION
2081342,42.388778701757204,-82.93942072733009,VICIOUS ANIMAL
988940,42.3555511687091,-83.0544546967548,PARKING COMPLAINT
415872,42.373424626576295,-83.11985257617359,BUS BOARDING
782223,42.348283216086294,-83.0238750770696,ROBBERY NOT ARMED REPORT
71467,42.3003668801043,-83.1115602131719,DISTURBANCE
1336338,42.3537650236339,-83.07401334654341,SPECIAL ATTENTION
1218405,42.3835540275424,-83.2583907893657,TOWING DETAIL
1073800,42.4178504767349,-82.9196164127249,SPECIAL ATTENTION
2201363,42.4090836636117,-83.2391262579097,SPECIAL ATTENTION
66443,42.3913986968236,-83.13984987893271,INVESTIGATE PERSON
791064,42.3577836667493,-83.2213421281489,TRAFFIC STOP
1818816,42.3591013259717,-83.0004307984544,TRAFFIC STOP
262605,42.418871563424794,-83.0528341200058,SUICIDE THREAT
1588657,42.4287474409358,-82.95080983223791,BURGLARY OCCUPIED RESD I/P
45481,42.3830697671133,-83.00011773931291,RUBBISH LITTERING I/P
508491,42.389409717620296,-82.99622646375781,SPECIAL ATTENTION
1628979,42.422053632947296,-83.2709716058099,TRAFFIC STOP
893569,42.3416361913425,-83.06375589030401,LARCENY REPORT
2435093,42.3542118778883,-83.07200569819351,BUILDING CHECK
217774,42.3003668801043,-83.1115602131719,THREATS REPORT
2168764,42.314933573597,-83.1159274029872,HANGUP CALLS
550462,42.387655146033,-82.96914415971129,LARCENY REPORT
2311713,42.3572720844072,-83.0101022578346,HANGUP CALLS
121898,42.3566282033196,-83.1315664817995,ASSAULT AND BATTERY
740124,42.4247355275657,-82.9700862048112,RUBBISH LITTERING I/P
2103400,42.4354312874175,-82.9654762061869,DISTURBANCE
437554,42.3359738241775,-83.2278552310038,TRAFFIC STOP
279509,42.337435095232294,-83.0457441283857,ASSAULT AND BATTERY REPORT
2042376,42.3318996492893,-83.067198557829,PARKING COMPLAINT
474976,42.3704815622604,-83.0276596007257,TOWING DETAIL
585735,42.3836027966883,-83.1610517871048,TOWING DETAIL
9922,42.3566882644677,-83.15193162026999,DISTURBANCE
820566,42.348305425623,-83.2058648329338,DISTURBANCE
1862401,42.368001360772,-83.19084701128399,HANGUP CALLS
1006436,42.389817283639395,-83.1913023684537,SPECIAL ATTENTION
2358297,42.399452599713605,-83.21518092995309,LOST PROPERTY
518131,42.3720165923031,-83.2289738117644,TRAFFIC STOP
2406161,42.365210243388205,-83.1171656719326,UNKNOWN PROBLEM
930884,42.415546496450794,-83.2192304268504,SPECIAL ATTENTION
780911,42.3521120545776,-83.00515836914342,INVESTIGATE AUTO
1098893,42.415509063312896,-83.2214428599293,INVESTIGATE PERSON
1045418,42.3278930944699,-83.05926447393941,FELONIOUS ASSAULT IP
2030472,42.344745205213,-83.11106416653051,DV F/A I/P-J/H
755831,42.4170404134305,-83.1548227971154,BURGLARY OTHER
20020,42.39272022149861,-83.0884056788195,DISTURBANCE
1007426,42.408760780989496,-83.1990213490544,TRAFFIC STOP
1620293,42.3672614670769,-82.999060241816,SPECIAL ATTENTION
1542626,42.3962347743379,-82.9623034098335,TRAFFIC STOP
2056531,42.369245577896,-83.0763702890504,SPECIAL ATTENTION
2020044,42.3520806563678,-83.1357071816101,FELONIOUS ASSAULT IP
509281,42.352063923185504,-83.14073265299741,BUS BOARDING
854159,42.33473856645679,-83.04039576602351,DISTURBANCE
1934983,42.3840770990953,-83.2295905137972,DISTURBANCE
951884,42.3243178841663,-83.05645758661291,UNKNOWN PROBLEM
213812,42.3660063078569,-83.1679326053964,TRAFFIC STOP
2409812,42.4263109752188,-82.9726083019524,HANGUP CALLS
876923,42.3589301447476,-83.068339326279,PARKING COMPLAINT
2142183,42.354382739216796,-83.0721052211435,HANGUP CALLS
474473,42.40223758838779,-83.1694061664237,TRAFFIC STOP
1241875,42.3568331630397,-83.11773816374,ASSAULT AND BATTERY
1935121,42.351708368066795,-83.0799512074685,SPECIAL ATTENTION
5622,42.4177915042019,-83.1993896532035,UNKNOWN PROBLEM
410657,42.434224938326395,-83.1073273679737,DISTURBANCE
815473,42.43471150210021,-82.9948632665746,TRAFFIC STOP
140452,42.3332182209411,-83.0526233339575,SUICIDE I/P
2045307,42.431826821297705,-83.1259355222967,VEHICLE FIRE
83936,42.3003668801043,-83.1115602131719,BE ON THE LOOK OUT
1708098,42.3594096032487,-83.2311220323717,DV A/B I/P-J/H
1976068,42.41622225475471,-83.1944513383661,TOWING DETAIL
296415,42.3675738192456,-83.12450768480349,DISTURBANCE
299197,42.344222483913605,-83.00876652928571,SPECIAL ATTENTION
1269460,42.34703757591561,-83.03706472643691,TRAFFIC STOP
2190657,42.40091587037529,-83.22648604188741,HANGUP CALLS
573388,42.4323758587291,-83.26799861820909,DISTURBANCE
327105,42.439628295345,-83.0993581718094,MALICIOUS DESTRUCTION I/P
549147,42.4151914386157,-83.2382104563124,INVESTIGATE PERSON
1565767,42.436554972563705,-83.1741903334693,DV A/B I/P-J/H
398405,42.314727860579296,-83.0868646165301,ASSIST CITIZEN
1793031,42.2597942201374,-83.16619156595691,HANGUP CALLS
636281,42.4460480265385,-83.0271272935315,ONE DOWN OR OVER THE WHEEL
2136563,42.3439763707314,-83.1435879520691,FELONIOUS ASSAULT IP
2322387,42.3534815296246,-83.1935356036064,WELL BEING CHECK
2399561,42.3943126648344,-83.1972375109499,BURGLARY OCCUPIED RESD I/P
1942735,42.309886590558,-83.1376952528575,INVESTIGATE PERSON
1884724,42.447157930745,-83.073027413592,SPECIAL ATTENTION
699828,42.424184467623206,-83.1607238641527,TRAFFIC STOP
1528405,42.431192963292496,-82.9898663721517,MISSING REPORT
822428,42.2590058762542,-83.1652347315286,LARCENY I/P OR J/H
2293968,42.33612543952621,-83.216918015269,ONE DOWN/DRUG OD
2153541,42.4149561390334,-82.9333838080716,SHOTS FIRED IP
622127,42.38648744812,-82.9529599937991,WELL BEING CHECK
1359748,42.4058349661542,-83.2522216112057,ASSAULT AND BATTERY
773639,42.35137675958529,-83.0474064026933,SPECIAL ATTENTION
1415006,42.383153526841895,-82.9662653524302,DISTURBANCE
1228413,42.384363897377,-83.08277865068291,SPECIAL ATTENTION
78597,42.3998021759894,-83.00084880710101,TRAFFIC STOP
718601,42.3761983402119,-83.07728442510479,SPECIAL ATTENTION
1175956,42.3743420057786,-83.10237815154659,AUTO X UNK INJ / IMPAIRED
1792401,42.398561247693,-83.1692286431651,TRAFFIC STOP
1733017,42.411762699819796,-83.22650395657391,BURGLARY OCCUPANT AWAY I/P
1111441,42.3621292047612,-82.99722242861141,SPECIAL ATTENTION
1539009,42.3645833640684,-83.24476320685879,INVESTIGATE PERSON
223390,42.3779884532104,-83.0784900731011,SPECIAL ATTENTION
117132,42.3071622609853,-83.10224426591391,LEWD AND LASCIVIOUS IP
2007791,42.3997433905836,-83.1844349298089,INVESTIGATE PERSON
853285,42.3968492339843,-82.9884402538665,PERSON WITH WEAPON
1468980,42.4206651888041,-83.1550436663443,DISTURBANCE
1631170,42.3743512869746,-83.13912279271959,UNKNOWN PROBLEM
1645023,42.4310964950182,-83.0209526678143,INVESTIGATE PERSON
786546,42.3892867889262,-83.20250868145,UNKNOWN PROBLEM
694103,42.3895250288936,-83.10398227961271,AUTO X UNK INJ / IMPAIRED
744009,42.35137675958529,-83.0474064026933,SPECIAL ATTENTION
471994,42.4078464678328,-83.1238644855219,SUICIDE THREAT
1546987,42.4460480265385,-83.0271272935315,VICIOUS ANIMAL
609515,42.3505853117241,-83.0600213335847,INVESTIGATE PERSON
2403163,42.416547954257204,-82.9787138609697,TRAFFIC STOP
67745,42.3824743325643,-83.0041867588222,PERSON WITH WEAPON
2222432,42.4044053591466,-82.9287106027698,TRAFFIC STOP
41051,42.3660063078569,-83.1679326053964,TRAFFIC STOP
2051943,42.336709509251,-83.0241230265362,HANGUP CALLS
15729,42.4224770339121,-83.11801983860529,ASSAULT AND BATTERY
1461833,42.3782109315497,-83.1119082860962,MALICIOUS DESTRUCTION I/P
863838,42.341406166496796,-83.071221531804,LARCENY I/P OR J/H
2201111,42.4354312874175,-82.9654762061869,TRAFFIC STOP
655384,42.371530802775,-83.0195386059818,TRAFFIC STOP
919113,42.3085147111096,-83.13443002703,INVESTIGATE PERSON
2013981,42.4228738790799,-83.21475742802241,BREAKING & ENTERING AUTO RPT
2288521,42.334577009724605,-83.0544639930924,UNKNOWN PROBLEM
300794,42.3578815097585,-83.0732736528816,ADMIT OR E/E
776777,42.34841108778829,-83.05597635603641,SPECIAL ATTENTION
1896370,42.4242519055655,-83.27656208260821,SPECIAL ATTENTION
578436,42.429290234278795,-83.2510320659468,SPECIAL ATTENTION
1162111,42.389554503247794,-83.0174035191733,TRAFFIC STOP
440529,42.4124985505013,-83.13264678744001,UDAA REPORT
1830915,42.3003668801043,-83.1115602131719,SPECIAL ATTENTION
163318,42.403077644943295,-83.09540716412721,BUS BOARDING
1768727,42.3578348586586,-83.2177124641098,TRAFFIC STOP
176107,42.4015216579216,-83.1986994295085,TRAFFIC STOP
216251,42.3576322466114,-83.2323092148094,TRAFFIC STOP
983190,42.345947410679294,-83.04019037738651,SPECIAL ATTENTION
1037122,42.3394833516969,-83.0665053158782,SPECIAL ATTENTION
206930,42.3003668801043,-83.1115602131719,AUTO X OR PED X - INJURIES
1693153,42.3660063078569,-83.1679326053964,DISTURBANCE
1752853,42.37614387483529,-83.1401846983189,TRAFFIC STOP
599090,42.3537464978102,-83.0653799616363,TRAFFIC STOP
42819,42.433352058302496,-83.0533243809208,DISTURBANCE
2048373,42.3162380453215,-83.0810874537206,HANGUP CALLS
2096475,42.3552515718215,-83.0500670818684,BURGLARY OCCUPIED RESD I/P
14380,42.3581819516491,-83.1948583217925,PERSON WITH WEAPON
258766,42.4042351961244,-83.16300978319859,FELONIOUS ASSAULT IP
1780949,42.3898745434088,-82.9567620443405,HANGUP CALLS
2365601,42.3324927397986,-83.1213420846605,TRAFFIC STOP
875927,42.427951949705296,-83.1456581763108,BURGLARY OCCUPIED RESD I/P
1440454,42.3431341843339,-83.2353914754009,UDAA I/P
444930,42.4086498644731,-82.9987216699717,ONE DOWN OR OVER THE WHEEL
358361,42.436639391823505,-83.24521028096301,ASSAULT AND BATTERY
596709,42.4280592756401,-83.138531832805,UNKNOWN PROBLEM
1697622,42.4008311226473,-83.2186006054085,INVESTIGATE PERSON
2349319,42.342749339858706,-83.0547753614927,ALARM UNKNOWN CAUSE
513221,42.416497229742,-83.2576476673008,BUS BOARDING
378959,42.3687123843244,-83.1125499089433,THREATS REPORT
936359,42.421174939798604,-82.94258248364841,TOWING DETAIL
1982433,42.4262500527982,-83.0457127976313,INVESTIGATE PERSON
1456956,42.4461657667501,-83.048634788551,BURGLARY OCCUPANT AWAY J/H
1282739,42.4346808534369,-82.99604712928951,TRAFFIC STOP
2022677,42.43387522555361,-83.02927217131959,INVESTIGATE AUTO
279692,42.422375376302796,-83.2385307731015,MISSING SERIOUS
1404482,42.4196894316319,-83.0137215419543,BUS BOARDING
1272247,42.3722599167996,-83.2170996886123,AUTO X OR PED X - INJURIES
789861,42.352298246277996,-83.07006249120641,BURGLARY RESIDENCE REPORT
2032554,42.433702881339,-83.21737047672391,FELONIOUS ASSAULT IP
1232099,42.358846259213294,-83.1596274564746,ASSAULT AND BATTERY
467273,42.3998046461509,-83.1821996132006,AID MOTORIST / CHILD LOCKED IN
1388200,42.3332211266461,-83.1464307906833,TRAFFIC STOP
1522544,42.3423601585994,-83.1045396401283,TRAFFIC STOP
570839,42.3014884307828,-83.12721832429621,SHOTS FIRED IP
1401456,42.372268257937606,-83.2162698258318,AUTO X UNK INJ / IMPAIRED
1176342,42.4030684592935,-83.21045129818759,DISTURBANCE
1144115,42.3031830743866,-83.1135947561752,ONE DOWN OR OVER THE WHEEL
667500,42.383242857298896,-82.9496855018354,LARCENY I/P OR J/H
1119396,42.3802931226784,-83.1782659287256,AUTO X UNK INJ / IMPAIRED
300991,42.3311553917846,-83.1273772474318,AUTO X HIT& RUN UNK INJURIES
2154294,42.410041682049496,-83.1325234779733,HANGUP CALLS
1653975,42.335355934198205,-83.0470564137059,TOWING DETAIL
923665,42.343030027516,-83.02579927935591,MALICIOUS DESTRUCTION RPT
34118,42.4331788865801,-83.1588610563978,PANIC / DURESS ALARM
2229769,42.3581617856276,-83.05803675804391,SPECIAL ATTENTION
1841077,42.4297647176518,-83.2321527212224,TRAFFIC STOP
